loan_amount,loan_term,interest_rate,grade,verification_status,purpose,dti,inquiries,derogatory,revolving_rate,total_credit_lines,employment_length,home_ownership,annual_income
16000,36,15.99,d,verified,other,14.39,1,0,72.1,28,3.0,mortgage,11.918397239722838
5600,36,7.49,a,source verified,major_purchase,14.02,1,0,19.8,21,5.0,mortgage,11.002116507732017
6000,36,15.99,d,verified,home_improvement,8.02,1,0,46.5,31,1.0,mortgage,11.461642696843066
35000,60,16.89,d,verified,debt_consolidation,27.17,1,0,56.2,42,10.0,mortgage,11.407576060361786
8000,36,7.49,a,not verified,car,2.86,0,0,41.1,13,10.0,mortgage,11.127277689932466
15000,36,8.49,a,verified,debt_consolidation,9.48,1,0,40.7,38,1.0,mortgage,12.07254696717504
7000,36,11.99,b,not verified,debt_consolidation,8.45,0,0,91.6,12,1.0,rent,10.778977123006351
20000,60,12.99,c,verified,home_improvement,25.46,2,0,57.5,34,4.0,mortgage,11.561725152903833
10000,36,10.99,b,source verified,debt_consolidation,8.23,0,0,35.1,23,1.0,own,11.156264806643742
16000,60,11.49,b,source verified,debt_consolidation,8.03,0,0,40.8,19,2.0,mortgage,11.225256725762893
18000,36,15.23,c,source verified,home_improvement,15.47,1,0,66.0,28,10.0,mortgage,11.440365524765756
12000,60,11.49,b,source verified,other,18.18,0,0,28.8,20,3.0,rent,10.879197474102904
5000,36,5.42,a,source verified,debt_consolidation,14.47,0,0,18.3,39,2.0,mortgage,11.542493975902508
2000,36,5.99,a,source verified,debt_consolidation,6.0,0,0,25.9,18,1.0,rent,11.362114203075018
8000,36,6.99,a,verified,debt_consolidation,8.2,2,0,38.2,17,10.0,mortgage,11.51293546492023
12000,36,5.42,a,verified,wedding,0.6,0,0,64.3,17,1.0,mortgage,11.678109340343262
14125,36,11.49,b,verified,debt_consolidation,23.91,1,0,86.6,13,4.0,rent,10.596659732783579
12000,36,8.49,a,not verified,debt_consolidation,8.24,0,0,38.6,12,6.0,rent,10.896757843893464
5600,36,7.49,a,source verified,credit_card,24.32,0,0,69.4,33,6.0,mortgage,10.803669227477098
21000,36,9.99,b,source verified,other,5.62,0,0,79.4,28,10.0,mortgage,12.07254696717504
7000,36,10.59,b,source verified,debt_consolidation,1.81,1,0,56.0,7,1.0,mortgage,11.608244735642321
2000,60,11.49,b,not verified,other,7.91,2,0,27.8,25,10.0,mortgage,11.294781892900653
35000,60,13.49,c,verified,wedding,15.45,0,0,18.2,36,4.0,mortgage,11.83065893676428
6000,36,14.79,c,not verified,debt_consolidation,22.63,1,0,44.7,25,8.0,rent,10.518916405290764
2400,36,15.23,c,verified,small_business,1.67,2,0,21.3,3,1.0,rent,9.980494888896912
2400,36,18.39,e,source verified,debt_consolidation,14.78,0,0,96.8,6,7.0,rent,10.560204123979984
7500,36,5.99,a,not verified,major_purchase,14.73,0,0,0.7,23,10.0,rent,10.839600519357369
9500,36,11.99,b,not verified,renewable_energy,11.4,0,0,80.2,33,10.0,mortgage,11.938199736300925
8000,36,7.49,a,not verified,debt_consolidation,5.7,0,0,66.3,16,6.0,mortgage,11.489667073393028
25000,60,19.69,e,verified,debt_consolidation,12.89,0,0,62.4,14,6.0,mortgage,11.407576060361786
12000,60,11.99,b,verified,debt_consolidation,0.7,3,0,2.6,8,10.0,mortgage,11.002116507732017
10000,60,11.49,b,not verified,other,16.31,2,0,11.5,26,10.0,mortgage,10.571342565808699
14000,60,11.49,b,not verified,debt_consolidation,8.33,1,0,12.1,15,10.0,mortgage,10.5980746958519
6000,36,14.79,c,source verified,credit_card,19.07,1,0,90.1,4,7.0,rent,10.491301994830229
9600,36,7.49,a,source verified,credit_card,19.7,0,0,50.5,41,7.0,mortgage,10.702367679393
12000,36,9.99,b,source verified,debt_consolidation,9.42,1,0,67.4,47,2.0,own,11.184435286790631
6000,36,16.89,d,source verified,debt_consolidation,14.08,0,0,67.2,7,1.0,rent,10.348205424565993
8500,36,7.49,a,source verified,debt_consolidation,10.91,1,0,31.9,7,10.0,rent,10.896757843893464
24000,36,11.49,b,verified,debt_consolidation,24.74,1,0,65.7,33,3.0,mortgage,11.429554725537322
13250,60,11.49,b,verified,debt_consolidation,24.13,1,0,47.6,25,3.0,rent,10.355486312549846
6950,60,10.99,b,verified,debt_consolidation,17.04,0,0,61.9,9,5.0,mortgage,10.463246187411299
5900,36,7.49,a,not verified,debt_consolidation,15.69,2,0,33.6,10,1.0,own,9.65509029374725
21000,36,7.49,a,verified,debt_consolidation,10.03,0,0,1.8,30,1.0,rent,10.645448706505872
2500,36,5.42,a,verified,car,20.76,0,0,9.8,17,4.0,mortgage,10.803669227477098
15900,36,13.49,c,verified,debt_consolidation,23.6,0,0,71.4,26,3.0,rent,11.552155793461898
6900,36,9.99,b,source verified,major_purchase,1.59,1,0,46.3,6,5.0,rent,10.239995502805316
10000,36,7.49,a,source verified,debt_consolidation,5.74,0,0,56.7,27,6.0,mortgage,11.286037411751035
11200,36,11.49,b,verified,home_improvement,7.76,0,0,50.2,20,7.0,mortgage,11.51293546492023
5000,60,13.99,c,source verified,debt_consolidation,11.29,2,0,9.2,5,2.0,mortgage,10.518592107258032
3500,36,18.39,e,source verified,moving,14.21,1,0,98.3,15,3.0,rent,11.156264806643742
26000,60,15.99,d,verified,debt_consolidation,22.89,1,0,51.5,31,10.0,mortgage,11.32781201446548
30000,60,18.79,e,verified,home_improvement,12.57,2,0,65.6,20,10.0,mortgage,11.156264806643742
20000,36,14.79,c,verified,debt_consolidation,15.83,1,0,89.9,25,1.0,mortgage,11.429554725537322
4200,36,8.49,a,source verified,major_purchase,12.04,1,0,48.4,11,4.0,rent,11.002116507732017
9600,36,11.99,b,source verified,debt_consolidation,15.27,1,0,52.3,20,5.0,mortgage,11.082157933374816
6000,36,13.49,c,source verified,small_business,14.19,3,0,41.6,12,1.0,rent,10.463131911491967
9600,36,10.99,b,source verified,debt_consolidation,11.06,0,0,69.1,15,3.0,rent,11.326607934898927
28000,60,18.39,e,verified,debt_consolidation,17.37,2,0,42.4,37,10.0,mortgage,11.571166070806905
3000,36,11.49,b,not verified,moving,21.97,2,0,14.8,20,4.0,rent,10.043292972227004
6000,36,12.99,c,not verified,credit_card,19.4,1,0,34.5,38,2.0,rent,10.778977123006351
12000,60,17.99,e,not verified,debt_consolidation,8.8,2,0,50.2,28,10.0,mortgage,11.982935344196433
13000,60,17.49,d,verified,debt_consolidation,11.58,3,0,36.1,15,8.0,mortgage,11.082157933374816
30600,60,18.39,e,verified,debt_consolidation,21.32,0,0,48.6,36,10.0,mortgage,11.407576060361786
1700,36,10.59,b,not verified,debt_consolidation,20.88,1,0,52.5,29,1.0,rent,10.819798284210286
10625,36,14.79,c,not verified,credit_card,24.42,1,1,89.4,10,10.0,rent,10.434145214930487
3200,36,14.79,c,source verified,credit_card,5.57,2,0,5.0,12,1.0,rent,10.045030516645731
35000,60,19.29,e,verified,debt_consolidation,19.43,1,0,80.4,46,10.0,mortgage,11.870606902224587
10000,36,7.49,a,verified,home_improvement,11.83,0,0,64.7,46,5.0,mortgage,12.429220196836383
5000,36,8.49,a,verified,major_purchase,11.41,1,0,41.0,9,5.0,own,11.225256725762893
3250,60,16.49,d,not verified,debt_consolidation,14.88,1,0,62.3,22,10.0,rent,10.968215530759236
24000,60,19.69,e,verified,debt_consolidation,23.68,1,0,92.0,25,1.0,mortgage,11.314486721293981
20000,60,11.99,b,verified,debt_consolidation,20.24,0,0,33.2,28,10.0,mortgage,10.896757843893464
4000,36,5.42,a,not verified,credit_card,11.79,0,0,17.5,38,1.0,mortgage,11.292391007009845
2500,36,9.99,b,source verified,other,15.67,2,0,26.0,18,10.0,mortgage,10.907807476583594
1850,36,9.99,b,source verified,debt_consolidation,19.16,0,0,45.6,8,4.0,rent,9.83097062169695
3600,36,5.42,a,source verified,wedding,15.36,0,0,24.3,12,5.0,rent,10.596659732783579
8000,36,5.99,a,not verified,home_improvement,9.59,0,0,9.5,13,10.0,mortgage,11.373674891823535
3200,36,10.99,b,source verified,major_purchase,24.06,2,0,28.1,20,3.0,rent,11.338583982516495
6000,36,17.99,e,source verified,debt_consolidation,2.04,0,0,31.2,7,1.0,rent,10.308985993422082
10000,60,11.99,b,source verified,debt_consolidation,2.33,2,0,52.6,13,1.0,own,10.491301994830229
4800,36,5.42,a,not verified,credit_card,10.24,1,0,13.1,37,1.0,rent,10.714439990727769
10000,36,7.49,a,source verified,major_purchase,12.74,1,0,8.6,12,10.0,mortgage,10.915106645867503
2000,36,8.49,a,not verified,other,1.36,0,0,35.7,6,2.0,rent,10.474495347310453
8400,36,13.49,c,not verified,debt_consolidation,7.06,1,0,75.8,10,5.0,mortgage,10.668885624799978
15000,36,7.49,a,not verified,debt_consolidation,7.08,0,0,33.9,23,4.0,mortgage,11.845827048676645
8000,36,5.99,a,verified,small_business,19.8,0,0,42.0,22,6.0,rent,10.308985993422082
18000,60,17.99,e,source verified,home_improvement,5.15,1,0,73.9,15,3.0,mortgage,11.177466714598282
16425,60,13.99,c,verified,debt_consolidation,29.01,1,0,79.6,34,1.0,mortgage,11.156264806643742
16000,36,13.49,c,source verified,debt_consolidation,3.65,1,0,36.8,36,5.0,rent,10.851296331126829
20000,60,17.99,e,verified,debt_consolidation,21.0,2,0,73.8,24,6.0,own,10.524090921620362
6000,36,7.49,a,not verified,major_purchase,10.25,1,0,24.6,17,10.0,own,10.085850775128717
5400,36,11.49,b,source verified,debt_consolidation,17.2,1,0,41.0,8,3.0,rent,10.085850775128717
7800,36,11.99,b,not verified,debt_consolidation,4.88,1,1,51.9,28,4.0,rent,11.532737896139919
12000,36,5.99,a,not verified,debt_consolidation,1.59,2,0,13.2,16,10.0,mortgage,11.652696102959753
15500,36,11.99,b,source verified,credit_card,12.32,1,0,24.1,35,2.0,mortgage,12.206077645517674
6275,60,13.49,c,source verified,car,15.24,3,0,32.2,24,2.0,rent,11.002116507732017
8000,36,5.99,a,not verified,wedding,13.75,0,0,29.4,9,7.0,rent,10.778977123006351
8000,36,7.49,a,source verified,credit_card,6.38,0,0,0.54,23,1.0,mortgage,11.156264806643742
6300,36,11.99,b,source verified,home_improvement,20.06,3,0,61.9,18,5.0,own,10.239995502805316
10000,36,8.49,a,source verified,debt_consolidation,19.6,0,0,88.3,30,4.0,mortgage,10.545736097662537
8000,36,15.62,d,not verified,other,20.66,1,0,99.9,14,4.0,mortgage,10.537441898283253
7000,36,10.99,b,not verified,debt_consolidation,12.46,3,0,55.3,22,7.0,mortgage,10.165890277802454
25000,60,14.79,c,verified,credit_card,19.95,3,0,46.0,24,10.0,mortgage,11.150534214035387
7500,36,15.23,c,not verified,debt_consolidation,22.38,3,0,68.2,5,5.0,rent,10.518700218288165
22600,60,22.11,g,source verified,small_business,7.05,0,0,72.1,11,5.0,rent,11.477308649967686
10000,36,7.49,a,not verified,debt_consolidation,12.17,0,0,31.2,26,10.0,mortgage,11.034905792929415
7000,36,12.99,c,not verified,credit_card,16.32,2,0,43.9,18,2.0,mortgage,10.819798284210286
5000,36,6.99,a,not verified,small_business,24.26,0,0,42.2,21,5.0,rent,10.373522431293592
4800,36,12.99,c,verified,debt_consolidation,12.91,0,0,96.9,10,10.0,rent,10.275085591132715
18000,36,10.59,b,source verified,debt_consolidation,7.86,0,0,66.7,17,2.0,mortgage,11.652696102959753
14000,60,18.39,e,verified,debt_consolidation,14.66,0,0,76.8,55,4.0,mortgage,11.326607934898927
3600,36,10.59,b,not verified,debt_consolidation,15.82,1,0,67.0,38,10.0,rent,11.082157933374816
8000,60,10.99,b,not verified,car,13.58,1,0,30.0,61,10.0,mortgage,11.58989576532275
16000,60,16.89,d,verified,debt_consolidation,13.75,0,0,43.8,20,6.0,mortgage,11.608199280477017
24000,60,15.23,c,verified,debt_consolidation,28.72,1,0,56.8,27,7.0,own,11.034905792929415
4800,36,14.79,c,not verified,moving,6.96,1,1,90.0,15,4.0,rent,11.0186455364637
3500,36,11.99,b,source verified,car,21.03,0,0,53.7,26,2.0,rent,10.596659732783579
2500,36,7.49,a,not verified,credit_card,10.33,0,0,68.5,20,3.0,rent,11.0186455364637
35000,36,7.49,a,verified,small_business,27.92,0,0,7.7,30,2.0,rent,11.998439434579149
3000,36,9.99,b,not verified,credit_card,20.93,3,1,16.7,26,10.0,mortgage,11.184435286790631
15000,60,13.49,c,not verified,medical,8.47,0,1,13.5,20,2.0,mortgage,11.082157933374816
12000,36,15.62,d,verified,other,20.83,3,0,79.7,45,10.0,rent,11.289794413577894
10625,36,8.49,a,source verified,debt_consolidation,16.98,2,0,56.7,37,10.0,mortgage,10.985309671896763
15000,60,19.69,e,not verified,wedding,16.59,2,0,67.7,24,6.0,mortgage,11.350418300109132
11000,36,6.99,a,verified,debt_consolidation,16.53,0,0,13.3,14,3.0,rent,10.714439990727769
15000,36,9.99,b,source verified,debt_consolidation,21.74,0,1,46.2,38,1.0,mortgage,11.251054079018164
10000,36,7.49,a,not verified,credit_card,10.65,0,0,71.7,20,4.0,rent,11.407576060361786
8500,36,13.99,c,source verified,debt_consolidation,5.78,1,2,0.7,29,10.0,rent,10.404293143019792
3000,36,5.42,a,source verified,car,16.72,0,0,0.2,34,1.0,mortgage,10.736418414365376
4200,36,11.99,b,not verified,debt_consolidation,16.78,0,0,47.7,28,3.0,rent,11.141876276228
20000,60,17.49,d,source verified,debt_consolidation,17.08,0,0,45.4,25,2.0,rent,10.915106645867503
5400,36,10.99,b,not verified,debt_consolidation,13.04,2,0,35.4,53,10.0,mortgage,11.302216779257382
14000,36,12.99,c,source verified,debt_consolidation,15.63,3,0,77.0,15,1.0,mortgage,11.661388572607851
12000,36,10.59,b,verified,small_business,3.37,0,0,13.3,15,4.0,mortgage,10.165890277802454
12000,36,7.49,a,not verified,debt_consolidation,10.49,1,0,25.2,25,1.0,mortgage,11.082157933374816
20000,36,10.99,b,verified,debt_consolidation,13.72,2,0,35.2,30,5.0,mortgage,11.289794413577894
15000,36,18.39,e,source verified,credit_card,19.33,0,0,89.8,19,8.0,rent,10.918736348043124
4075,36,5.42,a,not verified,home_improvement,23.41,1,0,78.9,35,6.0,mortgage,10.714439990727769
2800,36,6.99,a,source verified,credit_card,8.12,0,0,0.0,8,4.0,rent,10.757924157061597
15000,36,6.99,a,verified,medical,3.13,2,0,6.0,32,3.0,mortgage,11.407576060361786
15000,36,7.49,a,source verified,debt_consolidation,13.54,0,0,0.2,11,4.0,rent,10.819798284210286
9000,36,10.99,b,source verified,debt_consolidation,14.13,0,0,29.8,13,4.0,rent,10.691967639914864
8000,36,6.99,a,not verified,home_improvement,10.68,1,0,13.7,38,4.0,mortgage,10.859018228147887
15600,60,15.62,d,source verified,house,4.45,4,0,5.9,21,10.0,mortgage,11.918397239722838
16000,36,13.49,c,not verified,debt_consolidation,19.23,0,0,48.0,27,5.0,mortgage,11.225256725762893
20000,36,11.49,b,source verified,debt_consolidation,12.73,1,0,44.1,53,2.0,mortgage,12.117246896289503
12000,36,15.62,d,source verified,debt_consolidation,15.8,1,0,46.8,31,10.0,mortgage,11.082157933374816
4200,36,10.59,b,not verified,vacation,0.42,2,0,0.3,22,10.0,mortgage,10.851296331126829
14000,36,8.49,a,verified,debt_consolidation,12.82,0,0,60.6,14,3.0,mortgage,11.326607934898927
5800,36,7.49,a,not verified,medical,15.86,0,0,52.5,9,1.0,rent,10.373522431293592
4000,36,5.99,a,not verified,car,15.29,1,0,0.7,26,6.0,mortgage,10.637416726816307
12000,36,7.49,a,source verified,home_improvement,6.65,2,0,10.2,46,10.0,own,11.49273296168228
18000,36,9.99,b,verified,debt_consolidation,4.7,0,0,0.0,9,4.0,mortgage,11.849404844423074
3600,36,15.62,d,not verified,other,9.66,0,0,19.4,25,10.0,rent,11.289794413577894
10000,36,10.59,b,source verified,major_purchase,17.08,0,0,69.8,24,10.0,mortgage,11.51293546492023
24000,36,7.49,a,verified,debt_consolidation,11.46,0,0,44.4,40,6.0,mortgage,12.154784614286667
9200,36,7.49,a,source verified,debt_consolidation,8.49,1,0,20.8,13,3.0,rent,10.596659732783579
25000,60,12.99,c,verified,debt_consolidation,14.86,0,0,62.7,42,10.0,rent,11.561725152903833
3600,36,10.99,b,source verified,debt_consolidation,13.0,0,0,34.5,23,10.0,rent,11.4557094024098
18000,36,10.99,b,verified,debt_consolidation,16.76,1,0,35.9,41,4.0,own,11.08645630814811
10500,36,6.99,a,verified,debt_consolidation,14.14,0,0,18.7,28,10.0,mortgage,11.156264806643742
10000,36,7.49,a,not verified,other,4.65,0,1,44.6,17,10.0,mortgage,10.778977123006351
1625,36,16.89,d,verified,debt_consolidation,23.58,0,0,0.0,15,3.0,mortgage,9.958023085184141
4800,36,13.49,c,not verified,debt_consolidation,6.38,0,0,59.6,14,2.0,rent,11.156264806643742
22000,60,13.49,c,not verified,debt_consolidation,18.14,0,0,80.3,27,10.0,rent,10.819798284210286
32500,60,20.62,f,verified,debt_consolidation,14.48,2,0,80.5,36,5.0,mortgage,11.58292716075612
8000,36,6.99,a,not verified,vacation,0.33,0,0,3.0,15,7.0,own,10.911463720944793
15000,36,7.49,a,source verified,other,2.65,0,0,24.7,14,10.0,mortgage,11.569353056268872
16400,36,10.99,b,source verified,vacation,0.98,5,0,6.2,9,3.0,rent,11.0186455364637
5000,36,5.42,a,not verified,debt_consolidation,9.91,0,0,4.8,18,10.0,rent,10.819798284210286
4000,36,15.23,c,verified,other,14.03,2,0,89.6,23,10.0,mortgage,12.429220196836383
10000,36,6.99,a,not verified,home_improvement,11.37,2,0,4.5,36,10.0,mortgage,11.289794413577894
20000,60,17.99,e,verified,debt_consolidation,12.1,3,0,66.1,51,10.0,mortgage,11.050905878263567
30000,60,19.69,e,source verified,debt_consolidation,5.91,0,0,66.1,20,10.0,rent,11.849404844423074
13200,36,8.49,a,verified,credit_card,28.54,0,0,0.0,16,1.0,rent,11.002116507732017
35000,60,17.99,e,verified,debt_consolidation,15.81,5,0,48.1,19,5.0,mortgage,12.181785075898826
3800,36,16.89,d,not verified,wedding,24.39,3,0,99.5,34,9.0,rent,11.127277689932466
6450,36,5.99,a,not verified,home_improvement,5.75,0,0,0.0,30,5.0,mortgage,11.856430059355572
35000,60,19.29,e,verified,debt_consolidation,10.7,0,0,80.9,17,2.0,rent,11.918397239722838
10000,36,13.99,c,source verified,debt_consolidation,21.76,3,0,52.9,14,9.0,rent,10.308985993422082
6000,36,8.49,a,not verified,debt_consolidation,8.95,0,0,62.1,51,10.0,mortgage,11.51293546492023
4000,36,13.99,c,not verified,credit_card,2.93,1,0,47.3,11,2.0,rent,10.724786054054675
6000,36,9.99,b,source verified,debt_consolidation,4.22,0,0,19.9,7,1.0,rent,11.156264806643742
3500,36,11.99,b,source verified,credit_card,9.14,0,0,9.0,13,6.0,rent,11.082157933374816
4600,36,15.62,d,source verified,debt_consolidation,12.2,2,0,85.1,12,3.0,rent,10.981914140544825
6200,36,15.99,d,not verified,credit_card,6.98,0,0,80.3,45,10.0,mortgage,11.225256725762893
5500,36,16.89,d,source verified,credit_card,12.67,0,0,90.1,14,3.0,rent,10.434145214930487
21000,36,7.49,a,source verified,home_improvement,12.07,0,0,29.7,16,9.0,mortgage,11.350418300109132
8000,36,5.99,a,not verified,other,11.25,0,0,0.0,11,2.0,rent,11.233727302166757
16000,36,11.99,b,verified,debt_consolidation,8.1,3,0,85.3,22,10.0,mortgage,11.289794413577894
9500,36,10.99,b,not verified,credit_card,8.2,0,0,82.2,13,4.0,rent,10.522934370166116
2000,36,16.89,d,not verified,other,11.91,3,0,24.9,7,10.0,rent,10.616461869895815
11000,36,6.99,a,not verified,debt_consolidation,4.68,0,0,54.7,33,10.0,rent,11.324955988663673
13000,36,10.59,b,not verified,credit_card,12.92,1,0,33.8,49,4.0,mortgage,10.871554462190879
5000,36,15.99,d,source verified,debt_consolidation,19.7,3,0,56.3,15,7.0,rent,11.154835234271214
12000,60,19.69,e,verified,debt_consolidation,11.83,2,0,82.7,32,1.0,own,12.100717685412471
9000,36,12.99,c,not verified,credit_card,20.75,2,0,42.1,16,1.0,rent,10.839600519357369
6500,36,8.49,a,source verified,debt_consolidation,18.89,0,0,82.9,6,10.0,rent,11.461642696843066
4500,36,11.49,b,not verified,debt_consolidation,7.13,1,0,86.6,21,4.0,mortgage,11.904195362792423
12000,36,10.99,b,not verified,major_purchase,23.52,1,0,63.7,31,6.0,mortgage,11.407576060361786
10000,36,8.49,a,verified,credit_card,12.86,0,0,76.1,22,10.0,rent,12.206077645517674
16000,60,14.79,c,not verified,debt_consolidation,18.04,1,0,80.2,18,9.0,rent,10.915106645867503
15000,36,5.99,a,not verified,other,1.55,0,0,16.1,16,10.0,mortgage,11.46374572492597
20000,60,22.48,g,verified,other,8.38,0,0,4.1,19,3.0,own,10.933124826700707
24925,60,19.29,e,verified,small_business,22.96,2,0,9.2,23,7.0,own,10.896757843893464
12000,60,15.23,c,not verified,debt_consolidation,23.23,1,0,79.7,13,1.0,rent,10.714439990727769
2100,36,7.49,a,not verified,debt_consolidation,13.41,0,0,78.0,20,10.0,rent,11.289794413577894
33600,60,21.36,f,verified,debt_consolidation,17.94,2,0,88.1,34,10.0,mortgage,11.555994532928862
11000,36,5.99,a,verified,car,1.48,1,0,6.8,26,8.0,mortgage,11.472113887062386
7500,36,18.39,e,source verified,other,14.02,0,0,95.1,51,3.0,mortgage,11.982935344196433
25000,60,20.62,f,verified,small_business,17.77,3,0,18.4,31,6.0,mortgage,10.90971039191089
2875,36,15.23,c,verified,car,24.9,2,0,57.3,21,2.0,rent,10.239995502805316
7200,36,18.79,e,not verified,debt_consolidation,24.27,0,0,98.3,17,3.0,rent,10.596659732783579
15000,36,8.49,a,verified,credit_card,15.21,0,0,40.7,25,7.0,rent,11.467938559235831
5000,36,7.49,a,verified,home_improvement,16.45,0,0,90.9,26,10.0,mortgage,12.323860125621126
1275,36,15.23,c,verified,debt_consolidation,24.59,2,0,57.4,7,2.0,own,9.923339198238729
6250,36,6.99,a,verified,wedding,1.44,0,0,13.8,20,3.0,rent,10.896757843893464
7500,36,10.99,b,not verified,other,8.52,0,0,95.8,34,10.0,mortgage,11.695255355062795
11625,60,19.29,e,verified,small_business,24.81,0,0,0.0,17,1.0,mortgage,10.596659732783579
